Item_ID,base_item,presentation_order,seed,context_level,irony_label,correct_option_pos,correct_option_text,model,dataset,prompt_type,prompt,output,original_option_mapping,run,condition,option_logits_raw,confidence_dist,confidence_top_prob,chosen_option,reasoning,chosen_original_option,rsa_l0,rsa_s1,rsa_l1,rsa_final,rsa_raw_text
C1_01_A_I,C1_01,113,1,ambiguous,ironic,c,The cat was really hard to lift up.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He lifted the overweight cat from the table.
Target utterance: He said:  """"That was easy!""""
What meaning is He most likely conveying?
a. The exam was really easy.
b. He just got a great deal on a cat bed.
c. The cat was really hard to lift up.
d. The cat was easy to lift up.
Answer:
","d
","['c', 'd', 'b', 'a']",1,A_I,"{'a': 19.75, 'b': 17.75, 'c': 19.25, 'd': 35.25}","{'a': 1.8553906500073936e-07, 'b': 2.5109981649507063e-08, 'c': 1.125351332120772e-07, 'd': 0.9999996423721313}",0.9999996423721313,d,,a,,,,,d
C1_02_A_NI,C1_02,63,1,ambiguous,non-ironic,b,The dog was really heavy to pick up.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She picked up her overweight dog.
Target utterance: She said: """"Heaviest dog ever.""""
What meaning is She most likely conveying?
a. She just adopted a new dog.
b. The dog was really heavy to pick up.
c. The dog was very light to pick up.
d. It was the heaviest package she ever carried.
Answer:
","b
","['d', 'a', 'b', 'c']",1,A_NI,"{'a': 22.375, 'b': 37.25, 'c': 22.5, 'd': 22.875}","{'a': 3.466323050815845e-07, 'b': 0.9999986886978149, 'c': 3.9278583585655724e-07, 'd': 5.715000384043378e-07}",0.9999986886978149,b,,a,,,,,b
C1_03_UA_I,C1_03,216,1,unambiguous,ironic,d,Getting their friend off the ground took a lot of effort.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They lift their obese friend.
Target utterance: They said: """"Light as a feather.""""
What meaning is They most likely conveying?
a. Their friend was very easy to lift.
b. The feather fell gently to the ground.
c. They decided to go out for dinner with their friend.
d. Getting their friend off the ground took a lot of effort.
Answer:
","a
","['a', 'c', 'd', 'b']",1,UA_I,"{'a': 36.5, 'b': 20.625, 'c': 18.625, 'd': 20.625}","{'a': 0.9999997615814209, 'b': 1.2751903000207676e-07, 'c': 1.7257825390970538e-08, 'd': 1.2751903000207676e-07}",0.9999997615814209,a,,a,,,,,a
C1_04_UA_NI,C1_04,242,1,unambiguous,non-ironic,d,Holding my nephew took all my strength.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: I held my obese nephew in my arms.
Target utterance: I said: """"Heavier than an elephant.""""
What meaning is I most likely conveying?
a. Holding my nephew took nothing of my strength.
b. The elephant lumbered slowly across the plain.
c. My nephew ate a burger that day.
d. Holding my nephew took all my strength.
Answer:
","d
","['b', 'c', 'd', 'a']",1,UA_NI,"{'a': 21.25, 'b': 19.625, 'c': 21.0, 'd': 36.5}","{'a': 2.382368506914645e-07, 'b': 4.691161947789624e-08, 'c': 1.8553905078988464e-07, 'd': 0.9999995231628418}",0.9999995231628418,d,,a,,,,,d
C1_05_A_I,C1_05,122,1,ambiguous,ironic,c,The cake tasted really bad.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She ate a palatable cake.
Target utterance: She said: """"What an amazing flavour.""""
What meaning is She most likely conveying?
a. The cake tasted really good.
b. The cake had three candles on top.
c. The cake tasted really bad.
d. The soup smelled absolutely delicious
Answer:
","a
","['a', 'd', 'b', 'c']",1,A_I,"{'a': 39.25, 'b': 22.25, 'c': 20.125, 'd': 21.75}","{'a': 0.9999998807907104, 'b': 4.139937104241653e-08, 'c': 4.94445018262013e-09, 'd': 2.510998697857758e-08}",0.9999998807907104,a,,a,,,,,a
C1_06_A_NI,C1_06,132,1,ambiguous,non-ironic,c,The medicine tasted surprisingly pleasant.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He swallowed the medicine and found it palatable
Target utterance: He said: """"Tastier than expected.""""
What meaning is He most likely conveying?
a. He kept the medicine in the bathroom cabinet.
b. The medicine tasted absolutely awful.
c. The medicine tasted surprisingly pleasant.
d. The cake was tastier than expected.
Answer:
","c
","['d', 'b', 'a', 'c']",1,A_NI,"{'a': 17.25, 'b': 17.625, 'c': 30.125, 'd': 17.875}","{'a': 2.5612605440983316e-06, 'b': 3.726612249010941e-06, 'c': 0.9999890327453613, 'd': 4.785064902534941e-06}",0.9999890327453613,c,,a,,,,,c
C1_07_UA_I,C1_07,249,1,unambiguous,ironic,c,The smoothie was thoroughly nasty.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: I took a sip of my smoothie and found it delicious.
Target utterance: I said: """"What a treat.""""
What meaning is I most likely conveying?
a. She gave the dog a treat.
b. The smoothie was thoroughly enjoyable.
c. The smoothie was thoroughly nasty.
d. She was looking for a new smoothie recipe.
Answer:
","b
","['c', 'a', 'b', 'd']",1,UA_I,"{'a': 22.25, 'b': 37.0, 'c': 23.0, 'd': 22.375}","{'a': 3.927856937480101e-07, 'b': 0.9999983310699463, 'c': 8.315273589687422e-07, 'd': 4.4508450969260593e-07}",0.9999983310699463,b,,a,,,,,b
C1_08_UA_NI,C1_08,96,1,unambiguous,non-ironic,a,They liked every single bite of the burger.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They ate a delicious burger.
Target utterance: They said: """"This burger tasted like heaven.""""
What meaning is They most likely conveying?
a. They liked every single bite of the burger.
b. They liked the burger more than the pizza.
c. The burger was the most expensive item on the menu.
d. They could barely force themselves to swallow the burger.
Answer:
","a
","['a', 'd', 'c', 'b']",1,UA_NI,"{'a': 37.75, 'b': 21.625, 'c': 19.0, 'd': 21.375}","{'a': 0.9999998807907104, 'b': 9.931193289958173e-08, 'c': 7.194131956822503e-09, 'd': 7.734421103577915e-08}",0.9999998807907104,a,,a,,,,,a
C1_09_A_I,C1_09,218,1,ambiguous,ironic,a,The babysitter was not taking good care of the kids.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They hired a fearless babysitter.
Target utterance: They said: """"The kids are not safe at all.""""
What meaning is They most likely conveying?
a. The babysitter was not taking good care of the kids.
b. The babysitter was taking good care of the kids.
c. The babysitter parked her car outside.
d. The kids had very clean hands.
Answer:
","a
","['b', 'a', 'd', 'c']",1,A_I,"{'a': 39.0, 'b': 22.875, 'c': 20.625, 'd': 22.75}","{'a': 0.9999997615814209, 'b': 9.931192579415438e-08, 'c': 1.0467398503521963e-08, 'd': 8.764246217651817e-08}",0.9999997615814209,a,,b,,,,,a
C1_10_A_NI,C1_10,288,1,ambiguous,non-ironic,d,The police officer made them feel very safe.,Gemma-3-4B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They met a fearless police officer.
Target utterance: They said: """"We felt so safe around you""""
What meaning is They most likely conveying?
a. The police officer drank a cup of coffee.
b. They were sitting in a very safe seat.
c. The police officer did not make them feel safe at all.
d. The police officer made them feel very safe.
Answer:
","d
","['d', 'c', 'b', 'a']",1,A_NI,"{'a': 19.0, 'b': 17.75, 'c': 18.875, 'd': 34.25}","{'a': 2.3823682226975507e-07, 'b': 6.825599285775752e-08, 'c': 2.1024325747021066e-07, 'd': 0.9999994039535522}",0.9999994039535522,d,,a,,,,,d
