Item_ID,base_item,presentation_order,seed,context_level,irony_label,correct_option_pos,correct_option_text,model,dataset,prompt_type,prompt,output,original_option_mapping,run,condition,option_logits_raw,confidence_dist,confidence_top_prob,rsa_l0,rsa_s1,rsa_l1,rsa_final,rsa_raw_text,chosen_option,chosen_original_option
C1_01_A_NI,C1_01,265,1,ambiguous,non-ironic,d,The cat was easy to lift up.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: He lifted the thin cat from the table.

Target utterance:
He said:  """"That was easy!""""

a. The cat was really hard to lift up.
b. The exam was really easy.
c. He just got a great deal on a cat bed.
d. The cat was easy to lift up.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: d
2. S1: d
3. L1: d","['b', 'c', 'd', 'a']",2,A_NI,"{'a': 22.0, 'b': 19.5, 'c': 20.375, 'd': 38.5}","{'a': 6.825602838489431e-08, 'b': 5.602795560832874e-09, 'c': 1.3440407897746809e-08, 'd': 0.9999998807907104}",0.9999998807907104,d,d,d,,"1. L0: d
2. S1: d
3. L1: d",,
C1_02_UA_I,C1_02,198,1,unambiguous,ironic,c,The dog was very light to pick up.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: She picked up her skinny dog.

Target utterance:
She said: """"Heaviest dog ever.""""

a. It was the heaviest package she ever carried.
b. The dog was really heavy to pick up.
c. The dog was very light to pick up.
d. She just adopted a new dog.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: b
2. S1: b
3. L1: b","['c', 'a', 'b', 'd']",2,UA_I,"{'a': 22.875, 'b': 44.5, 'c': 23.75, 'd': 26.125}","{'a': 4.05865202557365e-10, 'b': 1.0, 'c': 9.736200734522527e-10, 'd': 1.0467401168057222e-08}",1.0,b,b,b,,"1. L0: b
2. S1: b
3. L1: b",,
C1_03_UA_NI,C1_03,7,1,unambiguous,non-ironic,b,Their friend was very easy to lift.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: They lift their skinny friend.

Target utterance:
They said: """"Light as a feather.""""

a. Getting their friend off the ground took a lot of effort.
b. Their friend was very easy to lift.
c. They decided to go out for dinner with their friend.
d. The feather fell gently to the ground.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: b
2. S1: b
3. L1: b","['b', 'a', 'd', 'c']",2,UA_NI,"{'a': 24.5, 'b': 46.0, 'c': 24.5, 'd': 26.375}","{'a': 4.5990553032559944e-10, 'b': 1.0, 'c': 4.5990553032559944e-10, 'd': 2.998960857425459e-09}",1.0,b,b,b,,"1. L0: b
2. S1: b
3. L1: b",,
C1_04_A_I,C1_04,6,1,ambiguous,ironic,b,Holding my nephew took nothing of my strength.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: I held my thin nephew in my arms.

Target utterance:
I said: """"Heavier than an elephant.""""

a. My nephew ate a burger that day.
b. Holding my nephew took nothing of my strength.
c. The elephant lumbered slowly across the plain.
d. Holding my nephew took all my strength.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: d

2. S1: d

3. L1: d","['d', 'b', 'c', 'a']",2,A_I,"{'a': 19.875, 'b': 17.5, 'c': 18.5, 'd': 33.75}","{'a': 9.422442417417187e-07, 'b': 8.764236980596252e-08, 'c': 2.3823665173949848e-07, 'd': 0.9999986886978149}",0.9999986886978149,d,d,d,,"1. L0: d

2. S1: d

3. L1: d",,
C1_05_A_NI,C1_05,52,1,ambiguous,non-ironic,c,The cake tasted really good.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: She ate an unpleasant cake.

Target utterance:
She said: """"What an amazing flavour.""""

a. The cake had three candles on top.
b. The cake tasted really bad.
c. The cake tasted really good.
d. The soup smelled absolutely delicious

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: c
2. S1: c
3. L1: c","['d', 'b', 'a', 'c']",2,A_NI,"{'a': 21.625, 'b': 21.25, 'c': 40.25, 'd': 24.75}","{'a': 8.152018615703582e-09, 'b': 5.602795116743664e-09, 'c': 0.9999997615814209, 'd': 1.8553909342244879e-07}",0.9999997615814209,c,c,c,,"1. L0: c
2. S1: c
3. L1: c",,
C1_06_UA_I,C1_06,266,1,unambiguous,ironic,d,The medicine tasted absolutely awful.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: He swallowed the medicine and found it disgusting.

Target utterance:
He said: """"Tastier than expected.""""

a. The cake was tastier than expected.
b. The medicine tasted surprisingly pleasant.
c. He kept the medicine in the bathroom cabinet.
d. The medicine tasted absolutely awful.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: b

2. S1: b

3. L1: b","['c', 'a', 'd', 'b']",2,UA_I,"{'a': 23.5, 'b': 44.25, 'c': 24.25, 'd': 25.5}","{'a': 9.736200734522527e-10, 'b': 1.0, 'c': 2.06115369216775e-09, 'd': 7.194132845000922e-09}",1.0,b,b,b,,"1. L0: b

2. S1: b

3. L1: b",,
C1_07_UA_NI,C1_07,11,1,unambiguous,non-ironic,b,The smoothie was thoroughly enjoyable.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: I took a sip of my smoothie and found it disgusting.

Target utterance:
I said: """"What a treat.""""

a. The smoothie was thoroughly nasty.
b. The smoothie was thoroughly enjoyable.
c. She gave the dog a treat.
d. She was looking for a new smoothie recipe.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. Literal Listener (L0): a

2. Informative Speaker (S1): a

3. Pragmatic Listener (L1): a","['b', 'a', 'c', 'd']",2,UA_NI,"{'a': 43.25, 'b': 25.625, 'c': 23.375, 'd': 24.25}","{'a': 1.0, 'b': 2.2159490242756874e-08, 'c': 2.335593052293916e-09, 'd': 5.602796449011294e-09}",1.0,a,a,a,,"1. Literal Listener (L0): a

2. Informative Speaker (S1): a

3. Pragmatic Listener (L1): a",,
C1_08_A_I,C1_08,121,1,ambiguous,ironic,a,They could barely force themselves to swallow the burger.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: They ate an unpleasant burger.

Target utterance:
They said: """"This burger tasted like heaven.""""

a. They could barely force themselves to swallow the burger.
b. The burger was the most expensive item on the menu.
c. They liked the burger more than the pizza.
d. They liked every single bite of the burger.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: a
2. S1: d
3. L1: d","['b', 'c', 'd', 'a']",2,A_I,"{'a': 24.375, 'b': 21.125, 'c': 21.75, 'd': 39.0}","{'a': 4.450850497050851e-07, 'b': 1.725782006190002e-08, 'c': 3.2241853631376216e-08, 'd': 0.9999995231628418}",0.9999995231628418,a,d,d,,"1. L0: a
2. S1: d
3. L1: d",,
C1_09_A_NI,C1_09,106,1,ambiguous,non-ironic,c,The babysitter was taking good care of the kids.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: They hired a scared babysitter.

Target utterance:
They said: """"The kids are not safe at all.""""

a. The babysitter was not taking good care of the kids.
b. The kids had very clean hands.
c. The babysitter was taking good care of the kids.
d. The babysitter parked her car outside.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: a
2. S1: a
3. L1: a","['b', 'c', 'a', 'd']",2,A_NI,"{'a': 42.5, 'b': 24.25, 'c': 22.5, 'd': 24.125}","{'a': 1.0, 'b': 1.1861120086109622e-08, 'c': 2.06115369216775e-09, 'd': 1.0467401168057222e-08}",1.0,a,a,a,,"1. L0: a
2. S1: a
3. L1: a",,
C1_10_UA_I,C1_10,66,1,unambiguous,ironic,d,The police officer did not make them feel safe at all.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: They met a petrified police officer.

Target utterance:
They said: """"We felt so safe around you""""

a. The police officer made them feel very safe.
b. The police officer drank a cup of coffee.
c. They were sitting in a very safe seat.
d. The police officer did not make them feel safe at all.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: a

2. S1: a

3. L1: a","['a', 'd', 'c', 'b']",2,UA_I,"{'a': 44.75, 'b': 25.25, 'c': 23.5, 'd': 24.375}","{'a': 1.0, 'b': 3.3982678893096363e-09, 'c': 5.905304023556823e-10, 'd': 1.4166088302403068e-09}",1.0,a,a,a,,"1. L0: a

2. S1: a

3. L1: a",,
C1_11_UA_NI,C1_11,251,1,unambiguous,non-ironic,d,Seeing the pilot put her completely at ease.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: She noticed the petrified pilot before boarding.

Target utterance:
She said: """"That really shook me up.""""

a. Seeing the pilot made her feel even more anxious.
b. She settled into her seat and fastened the belt.
c. She dated a pilot for several months.
d. Seeing the pilot put her completely at ease.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: a
2. S1: a
3. L1: a","['b', 'c', 'd', 'a']",2,UA_NI,"{'a': 39.0, 'b': 22.75, 'c': 21.125, 'd': 22.875}","{'a': 0.9999997615814209, 'b': 8.764246217651817e-08, 'c': 1.7257825390970538e-08, 'd': 9.931192579415438e-08}",0.9999997615814209,a,a,a,,"1. L0: a
2. S1: a
3. L1: a",,
C1_12_A_I,C1_12,81,1,ambiguous,ironic,d,His father's face was full of fear.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: He saw his scared father.

Target utterance:
He said: """"Brave as a lion""""

a. His father wore a blue jacket.
b. His father showed no fear at all.
c. The lion prowled across the savannah.
d. His father's face was full of fear.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: d
2. S1: b
3. L1: b","['d', 'a', 'c', 'b']",2,A_I,"{'a': 23.375, 'b': 46.5, 'c': 25.125, 'd': 28.75}","{'a': 9.056076721858375e-11, 'b': 1.0, 'c': 5.211412412720051e-10, 'd': 1.9555681518568235e-08}",1.0,d,b,b,,"1. L0: d
2. S1: b
3. L1: b",,
C1_13_A_NI,C1_13,257,1,ambiguous,non-ironic,a,"To him, his girlfriend looked well-rested and full of energy.",Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: He saw his tired girlfriend.

Target utterance:
He said: """"You look like you've been awake since birth.""""

a. To him, his girlfriend looked well-rested and full of energy.
b. He had just bought her a refreshing cold drink.
c. His girlfriend clearly looked worn out, not refreshed at all.
d. He was planning to surprise his girlfriend with a home-cooked meal.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: c
2. S1: c
3. L1: c","['a', 'c', 'b', 'd']",2,A_NI,"{'a': 21.625, 'b': 21.25, 'c': 42.25, 'd': 26.5}","{'a': 1.1032559310564238e-09, 'b': 7.582559025109958e-10, 'c': 0.9999998807907104, 'd': 1.4449800289639825e-07}",0.9999998807907104,c,c,c,,"1. L0: c
2. S1: c
3. L1: c",,
C1_14_UA_I,C1_14,156,1,unambiguous,ironic,b,Her colleague seemed very tired today.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: She saw her exhausted colleague.

Target utterance:
She said: """"You seem so full of energy today.""""

a. Her colleague seemed very energetic today.
b. Her colleague seemed very tired today.
c. She filled up the car with energy.
d. She was redecorating the office of her colleague.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: b
2. S1: b
3. L1: b","['a', 'b', 'c', 'd']",2,UA_I,"{'a': 22.625, 'b': 44.5, 'c': 23.75, 'd': 25.875}","{'a': 3.16088155649652e-10, 'b': 1.0, 'c': 9.736200734522527e-10, 'd': 8.152020392060422e-09}",1.0,b,b,b,,"1. L0: b
2. S1: b
3. L1: b",,
C1_15_UA_NI,C1_15,26,1,unambiguous,non-ironic,b,They felt very well-rested after the sleepover.,Gemma-3-4B,Condition1B_context_richness_stimuli,rsa,"You will read short stories that describe everyday situations and end with a person saying something.

For each story, there are 4 possible interpretations (a,b,c,d).

Context: After the sleepover, they were exhausted.

Target utterance:
They said:  """"We never felt more tired in our lifes.""""

a. They did sleep overs once a year.
b. They felt very well-rested after the sleepover.
c. They felt really exhausted after the sleepover.
d. They rested the heavy boxes on the floor.

Answer the following questions in order:

1. Literal Listener (L0):
   How would a listener interpret the utterance literally?
   Answer with a letter from a–d.

2. Informative Speaker (S1):
   Which utterance would an informative speaker be most likely to choose, given the situations described in the answer options, assuming that a listener interprets it literally?
   Answer with a letter from a–d.

3. Pragmatic Listener (L1):
   How would a listener interpret this utterance, knowing that the speaker is informative and chooses the most appropriate utterance for the situation described in the answer options?
   Answer with a letter from a–d.

Final Answer:
  Answer with a letter from a–d.","1. L0: c
2. S1: c
3. L1: c","['d', 'a', 'b', 'c']",2,UA_NI,"{'a': 21.625, 'b': 20.75, 'c': 41.25, 'd': 25.125}","{'a': 2.998960413336249e-09, 'b': 1.2501527590913497e-09, 'c': 0.9999998807907104, 'd': 9.931193289958173e-08}",0.9999998807907104,c,c,c,,"1. L0: c
2. S1: c
3. L1: c",,
