Item_ID,base_item,presentation_order,seed,context_level,irony_label,correct_option_pos,correct_option_text,model,dataset,prompt_type,prompt,output,original_option_mapping,run,condition,option_logits_raw,confidence_dist,confidence_top_prob,chosen_option,reasoning,chosen_original_option
C1_01_UA_I,C1_01,196,1,unambiguous,ironic,a,The cat was really hard to lift up.,Mistral-7B-Instruct,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He lifted the obese cat from the table.
Target utterance: He said:  """"That was easy!""""
What meaning is He most likely conveying?
a. The cat was really hard to lift up.
b. The cat was easy to lift up.
c. He just got a great deal on a cat bed.
d. The exam was really easy.
Answer:
",b. The cat was easy to lift up.,"['b', 'a', 'd', 'c']",3,UA_I,"{'a': 6.96875, 'b': 21.25, 'c': 9.375, 'd': 8.625}","{'a': 6.276640078795026e-07, 'b': 0.9999891519546509, 'c': 6.962229235796258e-06, 'd': 3.2887242014112417e-06}",0.9999891519546509,b,,a
C1_02_UA_NI,C1_02,267,1,unambiguous,non-ironic,d,The dog was really heavy to pick up.,Mistral-7B-Instruct,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She picked up her obese dog.
Target utterance: She said: """"Heaviest dog ever.""""
What meaning is She most likely conveying?
a. The dog was very light to pick up.
b. She just adopted a new dog.
c. It was the heaviest package she ever carried.
d. The dog was really heavy to pick up.
Answer:
",d. The dog was really heavy to pick up.,"['b', 'd', 'c', 'a']",3,UA_NI,"{'a': 7.875, 'b': 10.125, 'c': 11.0, 'd': 21.875}","{'a': 8.315057016261562e-07, 'b': 7.88910620030947e-06, 'c': 1.8924982214230113e-05, 'd': 0.9999723434448242}",0.9999723434448242,d,,a
C1_03_A_I,C1_03,93,1,ambiguous,ironic,c,Their friend was hard to lift.,Mistral-7B-Instruct,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They lift their overweight friend.
Target utterance: They said: """"Light as a feather.""""
What meaning is They most likely conveying?
a. The feather fell gently to the ground.
b. They decided to go out for dinner with their friend.
c. Their friend was hard to lift.
d. Their friend was very easy to lift.
Answer:
",c. Their friend was hard to lift.,"['c', 'd', 'b', 'a']",3,A_I,"{'a': 7.15625, 'b': 9.0, 'c': 21.375, 'd': 10.0625}","{'a': 6.681406148345559e-07, 'b': 4.222778898110846e-06, 'c': 0.9999828338623047, 'd': 1.22190149340895e-05}",0.9999828338623047,c,,b
C1_04_A_NI,C1_04,180,1,ambiguous,non-ironic,d,Holding my nephew took all my strength.,Mistral-7B-Instruct,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: I held my overweight nephew in my arms.
Target utterance: I said: """"Heavier than an elephant.""""
What meaning is I most likely conveying?
a. My nephew ate a burger that day.
b. Holding my nephew took nothing of my strength.
c. The elephant lumbered slowly across the plain.
d. Holding my nephew took all my strength.
Answer:
",d. Holding my nephew took all my strength.,"['d', 'b', 'c', 'a']",3,A_NI,"{'a': 9.625, 'b': 10.375, 'c': 11.0625, 'd': 21.875}","{'a': 4.784949396707816e-06, 'b': 1.012973916658666e-05, 'c': 2.0145391317782924e-05, 'd': 0.9999649524688721}",0.9999649524688721,d,,a
C1_05_UA_I,C1_05,10,1,unambiguous,ironic,a,The cake tasted really bad.,Mistral-7B-Instruct,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She ate a delicious cake.
Target utterance: She said: """"What an amazing flavour.""""
What meaning is She most likely conveying?
a. The cake tasted really bad.
b. The cake tasted really good.
c. The soup smelled absolutely delicious
d. The cake had three candles on top.
Answer:
",b. The cake tasted really good.,"['b', 'a', 'c', 'd']",3,UA_I,"{'a': 7.4375, 'b': 21.0, 'c': 9.4375, 'd': 8.0625}","{'a': 1.2878798543169978e-06, 'b': 0.9999867677688599, 'c': 9.516216778138187e-06, 'd': 2.4060764189925976e-06}",0.9999867677688599,b,,a
C1_06_UA_NI,C1_06,227,1,unambiguous,non-ironic,c,The medicine tasted surprisingly pleasant.,Mistral-7B-Instruct,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He swallowed the medicine and found it delicious.
Target utterance: He said: """"Tastier than expected.""""
What meaning is He most likely conveying?
a. He kept the medicine in the bathroom cabinet.
b. The cake was tastier than expected.
c. The medicine tasted surprisingly pleasant.
d. The medicine tasted absolutely awful.
Answer:
",c. The medicine tasted surprisingly pleasant.,"['d', 'c', 'a', 'b']",3,UA_NI,"{'a': 6.625, 'b': 8.4375, 'c': 21.375, 'd': 7.96875}","{'a': 3.927846705664706e-07, 'b': 2.4060980194917647e-06, 'c': 0.9999957084655762, 'd': 1.5056974689287017e-06}",0.9999957084655762,c,,a
C1_07_A_I,C1_07,253,1,ambiguous,ironic,c,The smoothie was thoroughly nasty.,Mistral-7B-Instruct,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: I took a sip of my smoothie and found it palatable.
Target utterance: I said: """"What a treat.""""
What meaning is I most likely conveying?
a. She gave the dog a treat.
b. She was looking for a new smoothie recipe.
c. The smoothie was thoroughly nasty.
d. The smoothie was thoroughly enjoyable.
Answer:
",d. The smoothie was thoroughly enjoyable.,"['c', 'd', 'b', 'a']",3,A_I,"{'a': 8.6875, 'b': 10.0, 'c': 9.875, 'd': 21.625}","{'a': 2.4060620944510447e-06, 'b': 8.939604413171764e-06, 'c': 7.889173502917401e-06, 'd': 0.9999808073043823}",0.9999808073043823,d,,a
C1_08_A_NI,C1_08,112,1,ambiguous,non-ironic,c,They liked every single bite of the burger.,Mistral-7B-Instruct,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They ate a palatable burger.
Target utterance: They said: """"This burger tasted like heaven.""""
What meaning is They most likely conveying?
a. They liked the burger more than the pizza.
b. They could barely force themselves to swallow the burger.
c. They liked every single bite of the burger.
d. The burger was the most expensive item on the menu.
Answer:
",c. They liked every single bite of the burger.,"['d', 'b', 'a', 'c']",3,A_NI,"{'a': 6.875, 'b': 8.6875, 'c': 21.375, 'd': 9.375}","{'a': 5.043427222517494e-07, 'b': 3.0894736937625566e-06, 'c': 0.9999902248382568, 'd': 6.1441523939720355e-06}",0.9999902248382568,c,,a
C1_09_UA_I,C1_09,71,1,unambiguous,ironic,c,The babysitter was not taking good care of the kids.,Mistral-7B-Instruct,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They hired a brave babysitter.
Target utterance: They said: """"The kids are not safe at all.""""
What meaning is They most likely conveying?
a. The babysitter was taking good care of the kids.
b. The kids had very clean hands.
c. The babysitter was not taking good care of the kids.
d. The babysitter parked her car outside.
Answer:
",c. The babysitter was not taking good care of the kids.,"['a', 'c', 'b', 'd']",3,UA_I,"{'a': 8.0, 'b': 9.875, 'c': 21.5, 'd': 9.625}","{'a': 1.370935592603928e-06, 'b': 8.9396226030658e-06, 'c': 0.9999828338623047, 'd': 6.962185125303222e-06}",0.9999828338623047,c,,b
C1_10_UA_NI,C1_10,64,1,unambiguous,non-ironic,a,The police officer made them feel very safe.,Mistral-7B-Instruct,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They met a brave police officer.
Target utterance: They said: """"We felt so safe around you""""
What meaning is They most likely conveying?
a. The police officer made them feel very safe.
b. The police officer did not make them feel safe at all.
c. They were sitting in a very safe seat.
d. The police officer drank a cup of coffee.
Answer:
",a. The police officer made them feel very safe.,"['a', 'b', 'c', 'd']",3,UA_NI,"{'a': 21.375, 'b': 7.34375, 'c': 6.46875, 'd': 6.90625}","{'a': 0.9999983310699463, 'b': 8.059438982854772e-07, 'c': 3.3596739967833855e-07, 'd': 5.203565365263785e-07}",0.9999983310699463,a,,a
