Item_ID,base_item,presentation_order,seed,context_level,irony_label,correct_option_pos,correct_option_text,model,dataset,prompt_type,prompt,output,original_option_mapping,run,condition,chosen_option,reasoning,chosen_original_option
C1_01_UA_I,C1_01,196,1,unambiguous,ironic,a,The cat was really hard to lift up.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He lifted the obese cat from the table.
Target utterance: He said:  """"That was easy!""""
What meaning is He most likely conveying?
a. The cat was really hard to lift up.
b. He just got a great deal on a cat bed.
c. The cat was easy to lift up.
d. The exam was really easy.
Answer:
","c
","['b', 'd', 'a', 'c']",3,UA_I,c,,a
C1_02_UA_NI,C1_02,267,1,unambiguous,non-ironic,a,The dog was really heavy to pick up.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She picked up her obese dog.
Target utterance: She said: """"Heaviest dog ever.""""
What meaning is She most likely conveying?
a. The dog was really heavy to pick up.
b. It was the heaviest package she ever carried.
c. She just adopted a new dog.
d. The dog was very light to pick up.
Answer:
","a
","['a', 'c', 'd', 'b']",3,UA_NI,a,,a
C1_03_A_I,C1_03,93,1,ambiguous,ironic,c,Their friend was hard to lift.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They lift their overweight friend.
Target utterance: They said: """"Light as a feather.""""
What meaning is They most likely conveying?
a. The feather fell gently to the ground.
b. Their friend was very easy to lift.
c. Their friend was hard to lift.
d. They decided to go out for dinner with their friend.
Answer:
","b
","['c', 'a', 'b', 'd']",3,A_I,b,,a
C1_04_A_NI,C1_04,180,1,ambiguous,non-ironic,c,Holding my nephew took all my strength.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: I held my overweight nephew in my arms.
Target utterance: I said: """"Heavier than an elephant.""""
What meaning is I most likely conveying?
a. The elephant lumbered slowly across the plain.
b. Holding my nephew took nothing of my strength.
c. Holding my nephew took all my strength.
d. My nephew ate a burger that day.
Answer:
","b
","['c', 'b', 'a', 'd']",3,A_NI,b,,b
C1_05_UA_I,C1_05,10,1,unambiguous,ironic,c,The cake tasted really bad.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: She ate a delicious cake.
Target utterance: She said: """"What an amazing flavour.""""
What meaning is She most likely conveying?
a. The cake had three candles on top.
b. The soup smelled absolutely delicious
c. The cake tasted really bad.
d. The cake tasted really good.
Answer:
","d
","['d', 'c', 'b', 'a']",3,UA_I,d,,a
C1_06_UA_NI,C1_06,227,1,unambiguous,non-ironic,b,The medicine tasted surprisingly pleasant.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: He swallowed the medicine and found it delicious.
Target utterance: He said: """"Tastier than expected.""""
What meaning is He most likely conveying?
a. He kept the medicine in the bathroom cabinet.
b. The medicine tasted surprisingly pleasant.
c. The cake was tastier than expected.
d. The medicine tasted absolutely awful.
Answer:
","b
","['d', 'a', 'c', 'b']",3,UA_NI,b,,a
C1_07_A_I,C1_07,253,1,ambiguous,ironic,b,The smoothie was thoroughly nasty.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: I took a sip of my smoothie and found it palatable.
Target utterance: I said: """"What a treat.""""
What meaning is I most likely conveying?
a. She was looking for a new smoothie recipe.
b. The smoothie was thoroughly nasty.
c. The smoothie was thoroughly enjoyable.
d. She gave the dog a treat.
Answer:
","c
","['d', 'b', 'a', 'c']",3,A_I,c,,a
C1_08_A_NI,C1_08,112,1,ambiguous,non-ironic,b,They liked every single bite of the burger.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They ate a palatable burger.
Target utterance: They said: """"This burger tasted like heaven.""""
What meaning is They most likely conveying?
a. They liked the burger more than the pizza.
b. They liked every single bite of the burger.
c. The burger was the most expensive item on the menu.
d. They could barely force themselves to swallow the burger.
Answer:
","b
","['d', 'a', 'c', 'b']",3,A_NI,b,,a
C1_09_UA_I,C1_09,71,1,unambiguous,ironic,b,The babysitter was not taking good care of the kids.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They hired a brave babysitter.
Target utterance: They said: """"The kids are not safe at all.""""
What meaning is They most likely conveying?
a. The babysitter parked her car outside.
b. The babysitter was not taking good care of the kids.
c. The babysitter was taking good care of the kids.
d. The kids had very clean hands.
Answer:
","b
","['d', 'b', 'a', 'c']",3,UA_I,b,,b
C1_10_UA_NI,C1_10,64,1,unambiguous,non-ironic,b,The police officer made them feel very safe.,Gemma-3-1B,Condition1B_context_richness_stimuli,general,"You will read short stories that describe everyday situations and which finish with a person saying something. Your task is to decide, given the situation, what meaning the person is most likely conveying. Each story will be followed by 4 possible meaning interpretations listed from a to d. Read each story and choose the number corresponding to the most likely meaning. You can only answer with a, b, c, or d.
Context: They met a brave police officer.
Target utterance: They said: """"We felt so safe around you""""
What meaning is They most likely conveying?
a. The police officer did not make them feel safe at all.
b. The police officer made them feel very safe.
c. They were sitting in a very safe seat.
d. The police officer drank a cup of coffee.
Answer:
","b
","['b', 'a', 'c', 'd']",3,UA_NI,b,,a
